year,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59,Y60,Y61,Y62,Y63,Y64,Y65,Y66,Y67,Y68,Y69,Y70,Y71,Y72,Y73,Y74,Y75,Y76,Y77,Y78,Y79,Y80,Y81,Y82,Y83,Y84,Y85,Y86,Y87,Y88,Y89,Y90,Y91,Y92,Y93,Y94,Y95,Y96,Y97,Y98,Y99,Y100,Y101,Y102,Y103,Y104,Y105,Y106,Y107,Y108,Y109,Y110,Y111,Y112,Y113,Y114,Y115,Y116,Y117,Y118,Y119,Y120,Y121,Y122,Y123,Y124,Y125
2035,243,25,12,7,6,6,5,5,5,4,4,5,5,6,7,8,9,10,11,12,13,13,14,15,15,17,18,20,23,26,29,32,36,39,42,46,51,56,61,67,72,76,81,85,89,94,100,108,118,131,145,160,177,195,214,235,258,282,309,337,368,401,438,478,522,570,623,685,756,833,913,999,1097,1209,1334,1476,1638,1823,2034,2274,2544,2847,3189,3575,4011,4503,5053,5669,6356,7121,7970,8915,9966,11118,12361,13672,15028,16434,17933,19581,21451,23613,26072,28914,32128,35418,38686,42085,45405,48916,52906,56981,59017,62847,83333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2036,240,24,12,7,6,5,5,5,4,4,4,5,5,6,7,8,9,10,11,12,13,13,14,14,15,16,18,20,23,26,29,32,35,38,42,46,50,55,61,66,71,75,80,84,88,93,99,107,117,129,143,158,174,193,212,233,255,279,305,333,363,397,433,472,515,563,615,676,747,823,902,987,1084,1194,1318,1458,1618,1801,2010,2247,2514,2814,3151,3533,3964,4450,4994,5603,6282,7037,7876,8809,9846,10986,12218,13517,14857,16237,17695,19292,21099,23188,25566,28318,31456,34697,37955,41343,44667,48010,51757,55680,57274,57639,79167,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2037,237,24,11,7,6,5,5,5,4,4,4,5,5,6,7,8,9,10,11,12,12,13,14,14,15,16,18,20,23,26,29,32,35,38,41,45,50,55,60,65,70,75,79,82,87,92,98,106,116,128,141,156,172,190,209,230,252,275,301,329,359,392,427,466,509,556,607,668,738,813,891,975,1071,1180,1302,1440,1598,1779,1985,2220,2484,2781,3115,3491,3918,4398,4936,5538,6209,6956,7785,8707,9731,10858,12076,13363,14692,16056,17487,19041,20792,22817,25120,27789,30839,33993,37208,40537,43927,47181,50611,54873,58587,57468,65000,87500,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2038,234,24,11,7,6,5,5,5,4,4,4,4,5,6,7,7,9,10,11,12,12,13,14,14,15,16,18,20,22,25,28,31,34,37,41,45,49,54,59,64,69,74,78,81,86,91,97,105,114,126,139,154,170,188,207,227,249,272,297,325,355,387,422,460,502,549,600,660,729,803,880,963,1058,1166,1287,1423,1578,1757,1962,2193,2454,2748,3078,3451,3873,4347,4878,5474,6138,6876,7695,8607,9620,10733,11938,13210,14527,15880,17294,18820,20527,22492,24723,27310,30264,33326,36465,39768,43127,46403,50077,54308,59794,61561,55000,75000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2039,231,23,11,7,6,5,5,5,4,4,4,4,5,6,6,7,9,10,11,12,12,13,13,14,15,16,17,20,22,25,28,31,34,37,40,44,48,53,58,64,69,73,77,80,84,89,96,104,113,124,138,152,168,186,204,224,246,269,294,321,350,382,417,455,496,542,593,651,720,793,870,952,1045,1151,1271,1405,1560,1736,1938,2167,2425,2715,3042,3411,3828,4296,4822,5411,6067,6797,7608,8509,9510,10611,11801,13060,14361,15703,17107,18615,20291,22206,24374,26882,29745,32709,35751,38999,42331,45694,49483,53753,59146,62843,56667,75000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2040,228,23,11,6,6,5,5,5,4,4,4,4,5,6,7,7,8,10,11,11,12,13,13,14,14,16,17,19,22,25,27,30,33,36,40,43,48,53,58,63,68,72,76,79,84,88,95,102,112,123,136,150,166,184,202,222,243,266,290,317,346,377,412,449,490,535,585,643,711,784,859,940,1033,1138,1255,1388,1541,1715,1914,2140,2396,2683,3006,3370,3783,4247,4766,5348,5997,6719,7521,8413,9402,10490,11668,12912,14199,15526,16918,18414,20071,21953,24069,26506,29287,32158,35095,38223,41515,44942,48483,52385,57245,62292,57292,75000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2041,226,23,11,6,6,5,5,5,4,4,4,4,5,6,6,7,8,10,11,11,12,13,13,14,14,15,17,19,22,24,27,30,33,36,39,43,47,52,57,62,67,71,75,79,83,87,93,101,110,122,134,149,164,181,200,219,240,263,287,313,342,373,407,444,484,529,578,635,702,774,848,929,1020,1124,1240,1371,1522,1695,1891,2115,2367,2651,2970,3330,3738,4198,4711,5286,5928,6642,7435,8316,9296,10372,11536,12767,14039,15350,16728,18212,19855,21717,23795,26178,28886,31674,34523,37522,40690,44033,47306,50899,55524,59688,59792,79167,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2042,223,22,11,6,5,5,5,4,4,4,4,4,5,5,6,7,8,9,10,11,12,12,13,13,14,15,17,19,21,24,27,30,32,35,39,42,47,51,56,61,66,70,74,77,81,86,92,100,109,120,133,147,162,179,197,216,237,259,283,309,338,369,402,438,478,522,571,628,693,764,838,917,1007,1110,1225,1355,1503,1674,1869,2090,2339,2619,2935,3291,3694,4148,4656,5225,5859,6565,7349,8222,9190,10255,11406,12623,13882,15178,16541,18010,19638,21486,23544,25887,28531,31247,34012,36917,39981,43127,46318,49981,54026,57302,58452,79167,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2043,221,22,11,6,5,5,5,4,4,4,4,4,5,5,6,7,8,9,10,11,12,12,13,13,14,15,17,19,21,24,27,29,32,35,38,42,46,51,56,60,65,69,73,77,80,85,91,98,108,119,131,145,160,177,195,214,234,256,280,306,334,364,397,433,473,516,564,620,685,755,828,906,995,1097,1211,1339,1486,1654,1846,2065,2311,2587,2899,3252,3650,4099,4601,5164,5792,6490,7265,8128,9086,10139,11279,12482,13727,15010,16357,17811,19423,21255,23296,25614,28212,30865,33553,36380,39359,42405,45454,49316,53455,57708,59242,66667,87500,100000,100000,100000,100000,100000,100000,100000,100000,100000
2044,218,22,11,6,5,5,5,4,4,4,4,4,5,5,6,7,8,9,10,11,12,12,13,13,14,15,16,18,21,24,26,29,32,35,38,41,45,50,55,60,64,68,72,76,80,84,90,97,106,117,130,143,159,175,193,211,231,253,277,302,330,360,393,428,467,510,557,613,677,746,817,895,983,1083,1196,1323,1468,1634,1824,2039,2283,2557,2865,3213,3607,4051,4548,5104,5725,6415,7182,8035,8982,10025,11152,12343,13575,14844,16176,17613,19209,21023,23046,25345,27917,30526,33154,35911,38794,41767,44785,48286,52072,57310,61325,55952,75000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2045,215,22,11,6,5,5,5,4,4,4,4,4,5,5,6,7,8,9,10,11,12,12,12,13,14,15,16,18,21,23,26,29,31,34,37,41,45,50,54,59,63,67,71,75,79,83,89,96,105,116,128,142,157,173,190,209,229,250,274,299,326,356,388,423,462,504,551,605,668,737,808,884,971,1070,1181,1307,1450,1615,1802,2015,2255,2526,2830,3174,3564,4003,4494,5044,5658,6341,7099,7943,8880,9911,11026,12205,13425,14680,15998,17420,18998,20794,22796,25076,27632,30216,32806,35497,38276,41164,44171,47230,50744,54660,57579,58452,79167,100000,100000,100000,100000,100000,100000,100000,100000,100000
2046,213,22,10,6,5,5,5,4,4,4,4,4,5,5,6,7,8,9,10,11,11,12,12,13,13,15,16,18,20,23,26,28,31,34,37,40,44,49,54,58,63,67,70,74,78,82,88,95,104,114,126,140,155,171,188,206,226,247,270,295,322,351,383,418,456,498,544,598,660,728,798,873,959,1057,1167,1291,1433,1595,1781,1991,2228,2496,2797,3137,3521,3955,4441,4985,5592,6267,7018,7852,8779,9799,10902,12069,13276,14518,15822,17229,18792,20569,22551,24811,27352,29915,32471,35106,37816,40627,43543,46471,49946,53160,56457,58452,79167,100000,100000,100000,100000,100000,100000,100000,100000,100000
2047,210,21,10,6,5,5,5,4,4,4,4,4,4,5,6,7,8,9,10,11,11,12,12,13,13,14,16,18,20,23,25,28,30,33,36,40,44,48,53,58,62,66,69,73,76,81,87,94,102,113,125,138,153,169,186,204,223,244,267,291,318,347,379,413,450,492,538,591,652,719,788,863,947,1044,1152,1275,1415,1576,1759,1967,2202,2465,2763,3099,3480,3908,4388,4926,5527,6195,6936,7762,8679,9688,10779,11934,13128,14357,15649,17041,18588,20348,22311,24549,27065,29609,32144,34746,37416,40175,42905,45727,48883,52279,56567,58730,66667,87500,100000,100000,100000,100000,100000,100000,100000,100000
2048,208,21,10,6,5,5,5,4,4,4,4,4,4,5,6,7,8,9,10,11,11,12,12,12,13,14,16,18,20,22,25,28,30,33,36,39,43,48,52,57,61,65,69,72,76,80,86,93,101,112,123,137,151,167,183,201,221,241,264,288,314,343,374,408,445,486,531,584,644,710,778,852,936,1032,1138,1259,1398,1557,1738,1944,2176,2436,2730,3062,3438,3862,4336,4868,5462,6122,6856,7673,8580,9578,10657,11799,12981,14199,15477,16856,18387,20129,22076,24292,26779,29300,31814,34395,37042,39743,42435,45214,47963,51291,56707,61003,55952,75000,100000,100000,100000,100000,100000,100000,100000,100000
2049,205,21,10,6,5,5,5,4,4,3,4,4,4,5,6,7,8,8,10,10,11,11,12,12,13,14,16,17,19,22,25,27,30,33,36,39,43,47,52,56,60,64,68,71,75,79,85,91,100,110,122,135,149,165,181,199,218,239,261,285,311,339,370,403,440,480,525,577,637,702,769,842,924,1019,1125,1244,1381,1538,1717,1920,2149,2407,2697,3025,3397,3816,4285,4810,5397,6050,6776,7584,8482,9469,10537,11666,12836,14042,15308,16672,18188,19912,21839,24037,26502,29000,31491,34055,36696,39361,42029,44790,47539,50565,55556,57603,57341,79167,100000,100000,100000,100000,100000,100000,100000,100000
2050,203,20,10,6,5,5,4,4,4,3,4,4,4,5,6,7,7,8,9,10,11,11,12,12,13,14,15,17,19,22,24,27,29,32,35,38,42,46,51,56,60,64,67,70,74,78,84,90,99,109,120,133,147,163,179,196,215,236,258,281,307,335,365,398,435,475,519,570,630,694,760,831,913,1007,1111,1229,1364,1519,1696,1897,2123,2378,2666,2990,3357,3771,4234,4753,5334,5979,6697,7496,8384,9361,10418,11536,12693,13886,15138,16490,17991,19697,21604,23782,26227,28702,31173,33715,36328,38973,41611,44364,47063,49828,53887,56699,57639,79167,100000,100000,100000,100000,100000,100000,100000,100000
2051,200,20,10,6,5,5,4,4,4,3,4,4,4,5,6,6,7,8,9,10,11,11,11,12,13,14,15,17,19,22,24,27,29,32,35,38,42,46,50,55,59,63,66,70,73,77,83,89,97,108,119,132,146,161,177,194,213,233,255,278,304,331,361,394,429,469,512,563,622,685,751,821,902,994,1097,1214,1348,1500,1675,1874,2098,2350,2634,2954,3317,3725,4184,4698,5271,5909,6619,7409,8287,9254,10300,11407,12551,13731,14971,16309,17795,19485,21374,23530,25951,28406,30852,33379,35965,38589,41213,43854,46468,49275,52664,57470,57708,65000,87500,100000,100000,100000,100000,100000,100000,100000
2052,198,20,10,6,5,5,4,4,4,3,3,4,4,5,6,6,7,8,9,10,11,11,11,12,12,13,15,17,19,21,24,26,29,31,34,38,41,45,50,54,58,62,65,69,72,76,82,88,96,106,118,130,144,159,175,192,210,230,251,275,300,327,357,389,424,463,506,556,614,677,742,812,891,982,1084,1199,1331,1482,1655,1851,2072,2322,2602,2919,3278,3681,4134,4642,5209,5840,6541,7323,8191,9148,10183,11278,12411,13579,14806,16130,17602,19276,21147,23282,25681,28114,30538,33043,35616,38232,40798,43381,45993,48438,52033,57331,57599,52500,75000,100000,100000,100000,100000,100000,100000,100000
2053,195,20,10,6,5,5,4,4,3,3,3,4,4,5,6,6,7,8,9,10,11,11,11,12,12,13,15,17,19,21,24,26,28,31,34,37,41,45,49,54,58,61,65,68,71,75,81,87,95,105,116,128,142,157,173,189,207,227,248,271,296,323,353,384,419,458,500,550,607,669,733,802,881,971,1071,1185,1315,1465,1635,1828,2047,2293,2571,2884,3239,3638,4086,4587,5148,5772,6465,7238,8097,9042,10066,11150,12272,13428,14642,15953,17410,19068,20921,23035,25413,27826,30234,32714,35258,37857,40401,42954,45472,47571,50935,55946,57371,57292,79167,100000,100000,100000,100000,100000,100000,100000
2054,193,20,10,6,5,5,4,4,3,3,3,4,4,5,5,6,7,8,9,10,10,11,11,11,12,13,15,16,19,21,23,26,28,31,33,37,40,44,49,53,57,61,64,67,70,74,80,86,94,104,115,127,140,155,170,187,205,224,245,268,293,319,348,380,415,452,494,543,600,661,724,793,871,959,1058,1171,1299,1447,1615,1807,2022,2265,2540,2850,3200,3595,4038,4533,5087,5704,6390,7154,8003,8938,9951,11023,12133,13278,14481,15778,17220,18862,20695,22791,25147,27535,29925,32391,34912,37480,40023,42578,45158,47415,50259,54723,58176,62847,83333,100000,100000,100000,100000,100000,100000,100000
2055,191,19,9,5,5,4,4,4,3,3,3,3,4,5,5,6,7,8,9,10,10,11,11,11,12,13,14,16,18,21,23,25,28,30,33,36,40,44,48,52,56,60,63,66,70,74,79,85,93,103,113,125,139,153,168,185,203,222,242,265,289,315,344,376,410,447,489,537,593,653,716,783,860,948,1046,1157,1284,1429,1596,1785,1998,2238,2509,2815,3162,3552,3990,4480,5028,5637,6315,7071,7911,8835,9837,10898,11996,13129,14320,15605,17032,18657,20474,22550,24882,27248,29616,32063,34571,37112,39676,42222,44885,47240,49876,53838,56528,57639,79167,100000,100000,100000,100000,100000,100000,100000
2056,188,19,9,5,5,4,4,4,3,3,3,3,4,5,5,6,7,8,9,10,10,10,11,11,12,13,14,16,18,20,23,25,28,30,33,36,39,43,47,52,56,59,62,65,69,73,78,84,92,101,112,124,137,151,166,183,200,219,239,261,285,311,340,371,405,442,483,531,586,645,707,774,850,937,1034,1143,1268,1412,1577,1763,1974,2212,2479,2781,3124,3510,3942,4427,4969,5571,6241,6988,7819,8734,9724,10773,11860,12982,14160,15433,16847,18456,20255,22309,24621,26968,29317,31740,34226,36747,39327,41846,44390,46970,49802,53147,57416,57468,65000,87500,100000,100000,100000,100000,100000,100000
2057,186,19,9,5,5,4,4,4,3,3,3,3,4,5,5,6,7,8,9,9,10,10,11,11,12,13,14,16,18,20,22,25,27,30,32,35,39,43,47,51,55,58,62,65,68,72,77,83,91,100,111,122,135,149,164,180,198,216,236,258,282,308,336,366,400,437,477,524,579,638,699,765,840,925,1021,1130,1254,1395,1558,1742,1950,2185,2449,2748,3086,3468,3895,4375,4910,5507,6169,6907,7728,8633,9613,10651,11726,12835,14002,15262,16663,18256,20038,22073,24364,26688,29017,31421,33882,36385,38929,41447,43911,46437,48919,51494,56824,60385,55000,75000,100000,100000,100000,100000,100000,100000
2058,184,19,9,5,5,4,4,4,3,3,3,3,4,5,5,6,7,8,8,9,10,10,10,11,11,13,14,16,18,20,22,24,27,29,32,35,38,42,46,50,54,58,61,64,67,71,76,82,90,99,109,121,134,147,162,178,195,214,234,255,279,304,332,362,395,432,472,518,572,630,691,756,830,914,1009,1116,1239,1379,1539,1721,1927,2158,2420,2715,3049,3426,3849,4323,4852,5442,6097,6827,7638,8533,9503,10529,11593,12690,13845,15092,16479,18057,19822,21839,24108,26411,28718,31103,33544,36042,38550,41058,43595,46072,48035,51096,56977,57778,52500,75000,100000,100000,100000,100000,100000,100000
2059,182,18,9,5,5,4,4,4,3,3,3,3,4,5,5,6,7,8,8,9,10,10,10,11,11,12,14,15,17,20,22,24,27,29,32,35,38,42,46,50,54,57,60,63,66,70,75,81,88,98,108,119,132,146,160,176,193,211,231,252,275,300,328,357,390,426,466,512,566,623,683,747,820,904,997,1103,1224,1363,1521,1700,1904,2133,2391,2683,3013,3385,3803,4272,4795,5378,6026,6748,7550,8435,9394,10409,11461,12547,13690,14925,16298,17860,19607,21605,23852,26135,28424,30787,33213,35693,38181,40677,43231,45766,47855,51052,56750,56836,55952,79167,100000,100000,100000,100000,100000,100000
2060,180,18,9,5,5,4,4,3,3,3,3,3,4,5,5,6,7,7,8,9,10,10,10,11,11,12,14,15,17,19,22,24,26,29,31,34,38,41,45,49,53,56,59,62,65,69,74,80,87,96,107,118,131,144,158,174,191,209,228,249,272,297,324,353,385,421,460,506,559,616,675,738,810,893,985,1090,1209,1346,1503,1681,1881,2107,2362,2651,2977,3345,3758,4221,4738,5314,5955,6669,7464,8338,9285,10290,11331,12406,13536,14758,16118,17665,19396,21374,23600,25863,28130,30471,32879,35323,37791,40278,42789,45221,47419,50288,54723,56836,61508,83333,100000,100000,100000,100000,100000,100000
2061,178,18,9,5,4,4,4,3,3,3,3,3,4,4,5,6,7,7,8,9,10,10,10,11,11,12,13,15,17,19,21,24,26,28,31,34,37,41,45,49,52,56,59,61,65,68,73,79,86,95,105,117,129,142,156,172,188,206,225,246,269,293,320,349,381,416,454,500,552,608,667,729,801,882,974,1077,1195,1330,1485,1661,1859,2082,2334,2619,2942,3306,3714,4171,4682,5252,5885,6591,7377,8242,9179,10172,11202,12266,13385,14593,15938,17471,19186,21146,23352,25594,27838,30163,32549,34966,37413,39873,42326,44702,47072,49550,53459,56528,57639,79167,100000,100000,100000,100000,100000,100000
2062,175,18,9,5,4,4,4,3,3,3,3,3,4,4,5,6,6,7,8,9,9,10,10,10,11,12,13,15,17,19,21,23,26,28,31,33,37,40,44,48,52,55,58,61,64,68,72,78,85,94,104,115,127,141,155,170,186,204,222,243,265,290,316,345,376,411,449,494,545,601,659,721,792,872,962,1064,1181,1315,1467,1641,1837,2058,2306,2587,2906,3266,3670,4122,4627,5190,5816,6514,7291,8147,9075,10057,11075,12128,13235,14430,15761,17279,18977,20918,23105,25327,27552,29858,32221,34621,37053,39486,41892,44398,47010,49282,52864,57706,57468,65000,87500,100000,100000,100000,100000,100000
2063,173,17,8,5,4,4,4,3,3,3,3,3,4,4,5,6,6,7,8,9,9,10,10,10,11,12,13,15,17,19,21,23,25,27,30,33,36,40,44,47,51,54,57,60,63,67,71,77,84,93,103,114,126,139,153,168,184,201,220,240,262,286,312,340,372,406,444,487,539,594,651,712,782,862,951,1052,1167,1299,1450,1621,1815,2034,2279,2557,2872,3227,3626,4073,4572,5129,5748,6438,7206,8053,8970,9942,10950,11990,13085,14269,15587,17089,18771,20692,22859,25063,27268,29552,31894,34280,36698,39139,41530,43996,46503,48732,51713,57846,61010,55000,75000,100000,100000,100000,100000,100000
2064,171,17,8,5,4,4,4,3,3,3,3,3,4,4,5,5,6,7,8,8,9,9,10,10,11,12,13,14,16,18,21,23,25,27,30,32,36,39,43,47,51,54,56,59,62,66,70,76,83,92,102,112,124,137,151,166,182,199,217,237,259,283,308,336,367,401,438,482,532,586,643,704,773,852,940,1039,1153,1284,1433,1602,1793,2009,2252,2527,2838,3189,3583,4024,4518,5069,5680,6363,7123,7960,8867,9828,10826,11855,12938,14110,15414,16901,18566,20469,22614,24797,26985,29252,31577,33942,36343,38767,41172,43486,45850,47939,51384,56746,57255,52500,75000,100000,100000,100000,100000,100000
2065,169,17,8,5,4,4,4,3,3,3,3,3,4,4,5,5,6,7,8,8,9,9,10,10,11,11,13,14,16,18,20,22,25,27,29,32,35,39,42,46,50,53,56,59,62,65,70,75,82,91,100,111,123,135,149,164,179,196,215,234,256,279,305,332,363,396,433,476,525,579,635,695,764,842,929,1027,1140,1269,1416,1583,1772,1985,2226,2497,2805,3151,3540,3977,4465,5009,5614,6288,7039,7867,8765,9716,10702,11722,12793,13952,15243,16715,18364,20249,22373,24536,26704,28949,31254,33603,35980,38391,40806,43075,45433,47450,50778,54949,55761,56667,79167,100000,100000,100000,100000,100000
2066,167,17,8,5,4,4,4,3,3,3,3,3,3,4,5,5,6,7,8,8,9,9,10,10,10,11,12,14,16,18,20,22,24,27,29,32,35,38,42,46,49,52,55,58,61,64,69,74,81,90,99,110,121,134,147,162,177,194,212,231,253,276,301,328,358,391,427,470,519,572,627,686,754,832,918,1015,1126,1254,1400,1565,1751,1962,2199,2467,2772,3114,3498,3930,4412,4950,5548,6215,6957,7776,8664,9605,10580,11589,12650,13797,15074,16530,18163,20030,22134,24276,26424,28648,30934,33267,35619,38023,40425,42657,45057,47033,49507,53267,55092,56667,79167,100000,100000,100000,100000,100000
2067,165,17,8,5,4,4,4,3,3,3,3,3,3,4,5,5,6,7,7,8,9,9,10,10,10,11,12,14,16,18,20,22,24,26,29,31,34,38,42,45,49,52,55,57,60,64,68,74,80,89,98,108,120,132,145,160,175,192,209,229,250,273,297,324,354,386,422,464,513,565,620,678,745,821,907,1003,1113,1239,1383,1546,1731,1939,2173,2438,2739,3078,3457,3883,4360,4891,5483,6143,6877,7685,8563,9494,10459,11456,12507,13643,14907,16348,17964,19813,21898,24020,26148,28352,30621,32937,35272,37631,39995,42248,44646,46700,48929,52467,54338,54583,65000,87500,100000,100000,100000,100000
2068,163,17,8,5,4,4,3,3,3,3,3,3,3,4,5,5,6,7,7,8,8,9,9,10,10,11,12,14,16,17,20,22,24,26,28,31,34,37,41,45,48,51,54,57,59,63,67,73,79,87,97,107,118,131,144,158,173,189,207,226,247,269,294,320,349,382,417,459,507,558,612,670,736,811,896,991,1100,1225,1367,1528,1711,1916,2148,2409,2706,3041,3417,3838,4309,4834,5419,6071,6797,7597,8464,9385,10340,11326,12365,13489,14741,16168,17767,19599,21664,23767,25876,28063,30314,32606,34928,37256,39595,41899,44204,46438,48201,51531,55119,58045,55000,75000,100000,100000,100000,100000
2069,161,17,8,5,4,4,3,3,3,3,3,3,3,4,5,5,6,7,7,8,8,9,9,10,10,11,12,14,15,17,19,21,23,26,28,31,34,37,41,44,48,51,53,56,59,62,66,72,78,86,96,106,117,129,142,156,171,187,204,223,244,266,290,316,345,377,412,453,501,552,605,662,727,801,885,979,1087,1210,1351,1510,1691,1894,2123,2381,2674,3005,3377,3793,4259,4777,5355,6000,6718,7509,8367,9277,10221,11197,12226,13338,14577,15990,17573,19386,21432,23516,25606,27776,30004,32269,34579,36897,39211,41486,43738,46092,47787,50612,54937,55962,52500,75000,100000,100000,100000,100000
2070,159,16,8,4,4,4,3,3,3,3,3,3,3,4,5,5,6,7,7,8,8,9,9,10,10,11,12,13,15,17,19,21,23,25,28,30,33,37,40,44,47,50,52,55,58,61,66,71,77,85,95,104,115,127,140,154,169,185,202,220,241,263,287,312,341,372,407,448,495,545,597,654,718,792,874,967,1073,1196,1335,1493,1671,1872,2098,2353,2643,2970,3337,3748,4209,4722,5292,5930,6640,7422,8271,9170,10104,11069,12088,13188,14414,15813,17381,19176,21201,23265,25338,27487,29691,31937,34232,36557,38836,41135,43439,45685,47653,50568,56025,54706,54167,79167,100000,100000,100000,100000
2071,158,16,8,4,4,4,3,3,3,3,3,3,3,4,5,5,6,7,7,8,8,9,9,9,10,11,12,13,15,17,19,21,23,25,27,30,33,36,40,43,46,49,52,54,57,61,65,70,77,84,93,103,114,126,139,152,167,182,199,218,238,259,283,309,337,368,402,442,488,538,590,646,710,782,863,955,1060,1181,1319,1475,1652,1850,2073,2326,2612,2935,3298,3704,4159,4667,5231,5861,6562,7336,8175,9065,9989,10943,11951,13040,14252,15637,17190,18968,20974,23018,25072,27203,29388,31620,33898,36202,38482,40768,43093,45305,47225,50506,55638,55965,60119,83333,100000,100000,100000,100000
2072,155,16,8,4,4,4,3,3,3,3,3,3,3,4,5,5,6,6,7,8,8,9,9,9,10,10,12,13,15,17,19,21,23,25,27,29,32,36,39,43,46,49,51,54,57,60,64,69,76,83,92,102,113,125,137,150,165,180,197,215,235,256,280,305,333,364,397,437,482,532,583,638,701,773,853,944,1047,1167,1303,1458,1632,1828,2049,2299,2582,2901,3259,3661,4110,4612,5170,5793,6486,7251,8081,8961,9875,10820,11815,12892,14093,15463,17001,18762,20750,22775,24807,26919,29089,31306,33567,35837,38113,40330,42572,44736,46540,49010,54093,55545,60119,83333,100000,100000,100000,100000
2073,153,15,8,4,4,4,3,3,3,3,3,3,3,4,4,5,6,6,7,8,8,8,9,9,10,10,12,13,15,17,18,20,22,24,26,29,32,35,39,42,45,48,51,53,56,59,63,69,75,82,91,101,112,123,135,149,163,178,195,212,232,253,276,301,329,359,392,431,477,525,576,630,692,763,843,932,1035,1152,1287,1440,1612,1807,2025,2272,2551,2867,3221,3618,4062,4558,5110,5725,6411,7167,7987,8858,9762,10697,11681,12746,13935,15292,16813,18557,20527,22533,24546,26638,28790,30989,33231,35488,37745,39962,42228,44307,46101,47566,51816,54136,55556,79167,100000,100000,100000,100000
2074,152,15,7,4,4,4,3,3,3,3,3,3,3,4,4,5,6,6,7,8,8,8,9,9,9,10,11,13,15,16,18,20,22,24,26,29,32,35,38,41,45,48,50,53,55,58,63,68,74,81,90,100,110,122,134,147,161,176,192,210,229,250,273,298,325,355,388,426,471,519,569,623,684,754,832,921,1022,1139,1271,1422,1593,1785,2001,2245,2521,2833,3183,3576,4015,4505,5050,5658,6336,7084,7895,8756,9650,10575,11549,12603,13779,15122,16628,18355,20305,22293,24289,26363,28495,30678,32896,35140,37366,39584,41888,43944,45922,47325,50606,55267,53472,62500,87500,100000,100000,100000
2075,150,15,7,4,4,3,3,3,3,3,3,3,3,4,4,5,6,6,7,7,8,8,9,9,9,10,11,13,14,16,18,20,22,24,26,28,31,34,38,41,44,47,50,52,55,58,62,67,73,80,89,98,109,120,132,145,159,174,190,208,226,247,269,294,321,350,383,421,465,513,562,615,676,745,822,910,1010,1125,1256,1405,1573,1763,1977,2219,2492,2800,3146,3534,3968,4452,4991,5592,6263,7002,7804,8655,9539,10454,11418,12462,13625,14954,16444,18154,20085,22055,24033,26088,28202,30366,32557,34779,36995,39187,41435,43631,45771,47017,50489,55774,56369,52500,75000,100000,100000,100000
2076,148,15,7,4,4,3,3,3,3,3,3,3,3,4,4,5,6,6,7,7,8,8,8,9,9,10,11,12,14,16,18,20,22,23,26,28,31,34,37,41,44,47,49,51,54,57,61,66,72,80,88,97,108,119,131,143,157,172,188,205,224,244,266,291,317,346,379,416,460,506,555,608,668,736,812,899,998,1111,1241,1388,1554,1741,1953,2192,2463,2768,3109,3493,3922,4400,4933,5527,6190,6921,7715,8556,9430,10334,11289,12321,13473,14787,16262,17955,19868,21818,23778,25813,27910,30054,32229,34433,36631,38819,41008,43157,45485,47277,49347,53795,55848,52500,75000,100000,100000,100000
2077,146,15,7,4,4,3,3,3,3,2,2,3,3,4,4,5,5,6,7,7,8,8,8,9,9,10,11,12,14,16,18,19,21,23,25,28,30,34,37,40,43,46,48,51,53,56,60,65,71,79,87,96,106,117,129,142,155,170,186,203,221,241,263,287,313,342,374,411,454,500,548,600,660,727,802,888,986,1098,1226,1371,1536,1721,1929,2166,2433,2735,3073,3452,3876,4349,4875,5463,6118,6841,7625,8458,9323,10217,11160,12182,13322,14623,16084,17759,19652,21585,23527,25544,27623,29751,31912,34092,36274,38469,40628,42665,44890,46966,47708,52155,55134,55952,79167,100000,100000,100000
