year,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59,Y60,Y61,Y62,Y63,Y64,Y65,Y66,Y67,Y68,Y69,Y70,Y71,Y72,Y73,Y74,Y75,Y76,Y77,Y78,Y79,Y80,Y81,Y82,Y83,Y84,Y85,Y86,Y87,Y88,Y89,Y90,Y91,Y92,Y93,Y94,Y95,Y96,Y97,Y98,Y99,Y100,Y101,Y102,Y103,Y104,Y105,Y106,Y107,Y108,Y109,Y110,Y111,Y112,Y113,Y114,Y115,Y116,Y117,Y118,Y119,Y120,Y121,Y122,Y123,Y124,Y125
2181,42,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4,5,5,6,7,7,8,9,10,10,11,12,13,14,14,15,16,17,19,20,22,25,27,30,33,37,40,44,48,53,58,63,69,75,82,89,98,107,117,129,143,156,171,188,208,229,254,282,314,351,393,440,494,554,622,700,788,887,998,1123,1263,1419,1595,1791,2010,2248,2503,2770,3048,3344,3667,4031,4450,4925,5478,6111,6768,7442,8154,8900,9679,10487,11319,12169,13034,13908,14786,15660,16543,17410,18226,19024,19799,20555,21139,21014,100000
2182,41,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,5,5,6,6,7,8,9,9,10,11,12,13,14,14,15,16,17,18,20,22,24,27,30,33,36,40,44,48,52,57,62,68,74,81,88,96,105,116,128,141,155,169,186,205,226,251,278,310,347,388,435,488,547,615,692,778,876,986,1110,1248,1402,1576,1770,1986,2222,2474,2738,3013,3305,3625,3984,4399,4869,5416,6042,6693,7360,8064,8803,9574,10374,11198,12040,12897,13763,14633,15500,16375,17235,18045,18836,19605,20356,20936,20813,100000
2183,41,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,13,13,14,15,16,17,18,20,22,24,27,30,33,36,39,43,47,52,56,61,67,73,80,87,95,104,114,126,139,153,167,184,203,224,248,275,307,343,383,430,482,541,608,683,769,866,975,1097,1233,1386,1557,1749,1963,2196,2445,2706,2978,3267,3583,3939,4349,4814,5354,5974,6618,7278,7976,8707,9470,10262,11078,11912,12762,13620,14483,15342,16210,17063,17866,18651,19413,20159,20735,20615,100000
2184,40,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,13,13,14,15,15,17,18,20,21,24,26,29,32,35,39,43,47,51,56,61,66,72,79,86,94,103,113,125,138,151,165,182,200,221,245,272,303,338,379,425,476,534,600,675,760,856,963,1084,1219,1370,1539,1729,1940,2170,2417,2675,2944,3229,3542,3894,4299,4759,5294,5907,6544,7197,7888,8612,9368,10152,10960,11786,12628,13478,14333,15185,16046,16891,17688,18467,19223,19963,20536,20419,100000
2185,40,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12,13,14,14,15,16,18,19,21,24,26,29,32,35,38,42,46,50,55,60,65,71,78,85,93,102,112,123,136,149,163,179,198,218,242,269,299,334,374,420,470,528,593,667,751,845,952,1071,1204,1353,1521,1708,1917,2145,2389,2644,2910,3192,3501,3849,4250,4705,5234,5841,6471,7118,7801,8517,9266,10042,10843,11662,12495,13338,14186,15030,15883,16722,17512,18284,19035,19770,20339,20224,100000
2186,39,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,5,5,6,6,7,7,8,9,10,11,12,12,13,14,14,15,16,17,19,21,23,26,28,31,35,38,42,46,50,54,59,65,71,77,84,92,100,110,122,134,147,161,177,195,216,239,265,296,330,370,415,465,522,586,659,742,835,940,1058,1190,1337,1503,1688,1895,2120,2361,2613,2876,3155,3461,3805,4201,4651,5175,5775,6399,7039,7715,8424,9165,9934,10727,11538,12364,13199,14039,14876,15722,16554,17338,18104,18849,19578,20144,20031,100000
2187,39,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,5,5,6,6,7,7,8,9,10,11,11,12,13,13,14,15,16,17,19,21,23,25,28,31,34,37,41,45,49,54,59,64,70,76,83,91,99,109,120,133,146,159,175,193,213,236,262,292,326,365,410,459,515,579,651,733,825,929,1045,1176,1322,1485,1669,1872,2095,2333,2582,2842,3119,3421,3761,4153,4598,5116,5710,6327,6961,7630,8332,9066,9827,10612,11416,12234,13062,13895,14724,15563,16388,17165,17926,18665,19388,19950,19841,100000
2188,38,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,5,5,6,6,7,7,8,9,10,10,11,12,13,13,14,15,16,17,19,20,23,25,28,31,34,37,41,44,49,53,58,63,69,75,82,90,98,108,119,131,144,157,173,191,211,233,259,289,323,361,405,454,509,572,644,725,816,918,1033,1162,1306,1468,1649,1850,2070,2306,2552,2810,3083,3381,3718,4106,4546,5058,5646,6257,6883,7546,8241,8968,9721,10499,11295,12106,12926,13751,14574,15406,16224,16995,17749,18482,19200,19759,19652,100000
2189,38,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,5,5,6,7,7,8,9,10,10,11,12,13,13,14,15,16,17,18,20,22,25,27,30,33,37,40,44,48,52,57,62,68,74,81,89,97,106,118,130,142,156,171,188,208,230,256,285,319,357,400,448,503,565,636,716,806,907,1021,1148,1291,1450,1630,1829,2046,2279,2523,2777,3047,3342,3675,4059,4494,5001,5582,6187,6807,7463,8151,8870,9617,10387,11176,11979,12792,13610,14425,15250,16061,16826,17574,18301,19014,19569,19464,100000
2190,38,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,5,5,6,6,7,8,9,9,10,11,12,12,13,14,14,15,17,18,20,22,25,27,30,33,36,40,43,47,52,57,62,67,73,80,88,96,105,116,128,140,154,169,186,206,228,253,282,315,352,395,443,497,559,628,707,796,896,1009,1135,1275,1433,1610,1807,2022,2252,2493,2745,3012,3304,3633,4013,4443,4945,5520,6118,6731,7380,8062,8774,9513,10276,11057,11853,12659,13469,14278,15095,15900,16658,17401,18122,18830,19382,19279,100000
2191,37,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,5,5,6,6,7,8,8,9,10,11,12,12,13,13,14,15,16,18,20,22,24,27,30,33,36,39,43,47,51,56,61,66,73,79,86,95,104,115,127,139,152,167,184,203,225,250,278,311,348,390,438,491,552,621,699,787,886,997,1121,1260,1416,1591,1786,1999,2226,2464,2713,2977,3266,3591,3967,4393,4889,5458,6049,6657,7299,7974,8679,9411,10166,10940,11729,12527,13330,14132,14942,15740,16493,17229,17945,18647,19196,19095,100000
2192,37,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,11,12,13,13,14,15,16,18,20,22,24,26,29,32,35,39,42,46,51,55,60,66,72,78,85,93,103,113,125,137,150,165,182,201,222,247,275,307,344,386,433,485,545,614,691,778,875,985,1108,1245,1400,1573,1765,1975,2200,2436,2682,2943,3228,3550,3922,4343,4833,5396,5982,6583,7219,7886,8585,9310,10058,10824,11606,12397,13193,13987,14791,15582,16329,17059,17770,18467,19011,18913,100000
2193,36,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,5,5,6,6,7,7,8,9,10,11,11,12,13,13,14,15,16,18,19,21,24,26,29,32,35,38,42,46,50,55,59,65,71,77,84,92,101,112,124,135,148,163,180,198,220,244,272,304,340,381,427,480,539,606,683,768,865,973,1095,1231,1383,1554,1744,1952,2175,2407,2650,2909,3191,3510,3877,4293,4779,5336,5915,6510,7139,7800,8491,9209,9950,10710,11484,12268,13057,13844,14641,15426,16166,16891,17596,18288,18829,18733,100000
2194,36,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,5,5,6,6,7,7,8,9,10,10,11,12,12,13,14,15,16,17,19,21,23,26,29,31,34,38,41,45,49,54,59,64,70,76,83,91,100,111,122,134,146,161,177,196,217,241,269,300,336,377,422,474,533,599,674,759,855,962,1082,1216,1367,1536,1724,1929,2149,2379,2620,2875,3154,3469,3832,4245,4725,5276,5849,6438,7060,7715,8399,9110,9844,10596,11363,12140,12922,13703,14493,15271,16005,16724,17424,18110,18648,18555,100000
2195,35,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,5,5,6,6,7,7,8,9,10,10,11,12,12,13,14,14,16,17,19,21,23,26,28,31,34,37,41,45,49,53,58,63,69,75,82,90,99,109,121,132,145,159,175,194,214,238,265,297,332,372,417,468,526,592,666,750,845,950,1069,1202,1351,1518,1704,1907,2124,2352,2589,2842,3118,3429,3789,4196,4671,5216,5783,6366,6983,7630,8308,9012,9739,10484,11244,12014,12789,13563,14346,15118,15846,16559,17253,17935,18469,18378,100000
2196,35,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,5,5,5,6,7,7,8,9,10,10,11,12,12,13,13,14,15,17,19,21,23,25,28,31,34,37,40,44,48,53,57,63,68,75,81,89,98,108,119,131,143,157,173,191,212,235,262,293,328,368,412,463,520,585,658,741,834,939,1056,1188,1335,1500,1684,1885,2099,2324,2559,2809,3082,3390,3745,4149,4618,5158,5719,6295,6906,7547,8218,8915,9635,10373,11126,11889,12657,13424,14201,14966,15689,16396,17084,17761,18292,18203,100000
2197,34,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,5,5,5,6,7,7,8,9,9,10,11,11,12,13,13,14,15,17,18,20,23,25,28,30,33,36,40,44,48,52,57,62,68,74,80,88,97,107,118,129,141,155,171,189,209,232,259,289,324,363,407,457,514,578,651,732,825,928,1044,1174,1319,1482,1664,1862,2075,2297,2530,2777,3047,3351,3703,4101,4566,5100,5655,6226,6830,7464,8129,8819,9532,10263,11009,11765,12527,13287,14057,14816,15533,16234,16917,17589,18117,18029,100000
2198,34,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,5,5,6,6,7,8,9,9,10,11,11,12,12,13,14,15,16,18,20,22,25,27,30,33,36,39,43,47,51,56,61,67,73,79,87,95,105,116,127,140,153,169,187,207,230,256,286,320,359,403,452,508,571,643,724,815,917,1032,1160,1304,1465,1644,1841,2051,2271,2500,2745,3012,3313,3660,4055,4515,5042,5592,6157,6754,7383,8040,8724,9430,10155,10894,11643,12398,13152,13915,14667,15378,16074,16752,17418,17943,17857,100000
2199,34,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,5,5,6,6,7,8,8,9,10,11,11,12,12,13,14,15,16,18,20,22,24,27,30,32,36,39,43,46,51,55,60,66,72,79,86,94,104,115,126,138,152,167,185,204,227,253,283,316,355,398,446,502,564,635,715,805,906,1019,1146,1288,1448,1625,1819,2027,2244,2471,2713,2977,3275,3618,4009,4463,4986,5529,6088,6680,7302,7953,8630,9330,10047,10780,11522,12270,13017,13774,14520,15225,15916,16588,17249,17771,17687,100000
2200,33,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,5,5,6,6,7,8,8,9,10,10,11,11,12,13,14,15,16,18,20,22,24,27,29,32,35,38,42,46,50,55,60,65,71,78,85,93,103,114,124,136,150,165,182,202,224,250,279,313,350,393,441,496,558,628,707,796,895,1007,1132,1273,1431,1606,1798,2003,2218,2443,2681,2943,3237,3577,3963,4413,4930,5468,6021,6606,7222,7867,8537,9230,9941,10666,11402,12144,12884,13635,14374,15074,15759,16426,17082,17600,17519,100000
2201,33,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,4,4,4,5,5,6,6,7,7,8,9,10,10,11,11,12,13,13,15,16,18,19,21,24,26,29,32,35,38,42,45,49,54,59,64,70,77,84,92,102,112,123,135,148,163,180,199,222,247,276,309,346,388,436,490,551,620,698,786,885,995,1119,1258,1414,1587,1777,1980,2192,2414,2650,2909,3200,3536,3918,4363,4874,5406,5954,6534,7143,7781,8445,9132,9836,10555,11283,12018,12753,13497,14230,14924,15604,16265,16917,17431,17352,100000
2202,32,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,5,5,6,6,7,7,8,9,10,10,11,11,12,12,13,14,16,17,19,21,23,26,29,31,34,38,41,45,49,53,58,64,69,76,83,91,101,111,121,133,146,161,178,197,219,244,273,305,342,384,431,484,544,613,690,777,874,984,1106,1243,1397,1569,1756,1957,2167,2386,2620,2875,3163,3496,3874,4314,4819,5346,5888,6462,7065,7697,8354,9034,9732,10444,11166,11894,12622,13360,14087,14775,15450,16106,16753,17264,17186,100000
2203,32,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,5,5,6,6,7,7,8,9,9,10,11,11,12,12,13,14,16,17,19,21,23,26,28,31,34,37,41,44,48,53,58,63,69,75,82,90,99,109,120,131,144,159,176,195,216,241,269,302,338,379,425,478,538,606,682,768,864,972,1093,1229,1381,1550,1736,1934,2142,2359,2590,2842,3127,3456,3829,4265,4765,5286,5823,6390,6988,7614,8264,8938,9628,10334,11050,11772,12493,13225,13946,14628,15297,15948,16590,17098,17023,100000
2204,32,3,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,5,5,5,6,7,7,8,9,9,10,10,11,12,12,13,14,15,17,19,21,23,25,28,31,33,37,40,44,48,52,57,62,68,74,81,89,98,108,119,130,143,157,174,192,214,238,266,298,334,375,420,472,531,598,674,759,854,960,1080,1214,1365,1532,1715,1911,2117,2331,2560,2809,3091,3416,3786,4217,4712,5227,5758,6320,6911,7531,8175,8842,9527,10226,10935,11651,12366,13091,13806,14483,15146,15792,16429,16934,16861,100000
2205,31,3,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,5,5,5,6,6,7,8,9,9,10,10,11,11,12,13,14,15,17,18,20,23,25,28,30,33,36,40,43,47,51,56,61,67,73,80,88,97,107,117,128,141,155,172,190,211,235,263,294,330,370,415,467,525,591,666,750,844,949,1067,1200,1349,1514,1695,1889,2092,2304,2530,2777,3056,3377,3743,4169,4659,5169,5694,6250,6836,7449,8087,8748,9426,10118,10821,11530,12239,12958,13668,14339,14997,15638,16270,16772,16700,100000
